iter	F1	Logloss
883	0.9257429004	0.1854855638
884	0.9258177185	0.1854254813
885	0.9257469244	0.1853202798
886	0.9258811903	0.1852889629
887	0.9258844456	0.18524865
888	0.9258209775	0.1851951574
889	0.9258437823	0.1851574371
890	0.9258568073	0.1851234622
891	0.9257664939	0.1850357241
892	0.9259137307	0.1848853726
893	0.9261462151	0.1847823661
894	0.9261023199	0.1846813983
895	0.9261161596	0.1846621962
896	0.9261397309	0.1846494242
897	0.9262552416	0.1845762001
898	0.9261674241	0.1845176249
899	0.926187758	0.1845011639
900	0.9261674241	0.1844764696
901	0.9260837103	0.1843896466
902	0.9263827919	0.1842877993
903	0.9263014661	0.1842270078
904	0.9263485932	0.1841779461
905	0.9263485932	0.1841316595
906	0.9265616084	0.1840033651
907	0.9265251465	0.1838787396
908	0.9263998946	0.1838467362
909	0.9264738159	0.1836470131
910	0.9264192763	0.1836245089
911	0.9264289632	0.1835654484
912	0.926472847	0.1835078435
913	0.9266622778	0.1833423497
914	0.926732934	0.1833197049
915	0.9268442533	0.1832373298
916	0.9270101826	0.1832000263
917	0.9270101826	0.1831093359
918	0.926953468	0.1830219117
919	0.9269738142	0.1829559161
920	0.9270616124	0.1828498392
921	0.9270755587	0.1827517665
922	0.9269909562	0.1826073752
923	0.9271665642	0.1824565794
924	0.927140975	0.1824256011
925	0.9273166447	0.1823366629
926	0.927263144	0.1823103322
927	0.9273809262	0.1822616822
928	0.9274535198	0.1821919586
929	0.9274267902	0.1821635934
930	0.9274815026	0.1820894018
931	0.9276214722	0.1820036246
932	0.9275527667	0.1819610822
933	0.9275591242	0.1818819651
934	0.9274287344	0.1817457348
935	0.9275654806	0.181668618
936	0.9275686584	0.181652063
937	0.9276360526	0.1815569329
938	0.927665921	0.1814325267
939	0.9276894396	0.1814159658
940	0.9275877193	0.1813603122
941	0.9276410999	0.1813239783
942	0.9276239339	0.1812799042
943	0.927727482	0.1811852978
944	0.9276944664	0.1811524946
945	0.9277523187	0.1810892617
946	0.9278666959	0.1809925002
947	0.9278666959	0.1809707306
948	0.9279231882	0.180931328
949	0.9279765036	0.1808823777
950	0.9280234954	0.1807655087
951	0.9281111647	0.1807156263
952	0.9280750597	0.1806907233
953	0.9281409568	0.180617357
954	0.9281925387	0.1805921592
955	0.9282865033	0.1805403862
956	0.9282426687	0.1805174243
957	0.9283412613	0.1804405923
958	0.9283240542	0.1803834077
959	0.9283538256	0.1802961062
960	0.9283867292	0.1801783053
961	0.9283617403	0.1800692556
962	0.9282349074	0.1800108032
963	0.9281956865	0.1799830745
964	0.9282770715	0.1799385241
965	0.9282911323	0.1798402577
966	0.9283068493	0.17977405
967	0.9283240542	0.179698779
968	0.9282395231	0.1796607054
969	0.9282802157	0.1795920656
970	0.9284774601	0.1794880711
971	0.9283960361	0.1794043316
972	0.9284602399	0.1793554041
973	0.9284774601	0.1792965902
974	0.9286262471	0.1792159306
975	0.9286262471	0.1791796257
976	0.9286528679	0.1791494426
977	0.9286794852	0.1790485937
978	0.928706099	0.1790384091
979	0.9287295846	0.1789824133
980	0.9287436966	0.1789646245
981	0.9287671834	0.1789261745
982	0.9287202087	0.1788726118
983	0.9286967199	0.1788644176
984	0.9287436966	0.1788409092
985	0.9288548815	0.1787862415
986	0.928865889	0.1787047151
987	0.9287954212	0.1786322083
988	0.9288313966	0.1786077711
989	0.9288752467	0.1785863288
990	0.9288548815	0.1785492806
991	0.9288501162	0.1785179307
992	0.9288642392	0.1784715355
993	0.928903305	0.1783491217
994	0.9289440231	0.1783204247
995	0.9290379137	0.1782444283
996	0.9291034966	0.1781634911
997	0.9290441338	0.1780872294
998	0.9290472434	0.1780402858
999	0.9291411043	0.1779632634
1000	0.9288611202	0.17787981
1001	0.9288611202	0.1778217411
1002	0.9289627065	0.1778018597
1003	0.928934455	0.1777446437
1004	0.9290141709	0.1777196233
1005	0.9290579758	0.1777005151
1006	0.9290579758	0.1776416877
1007	0.9290579758	0.177562417
1008	0.9290924624	0.1775070866
1009	0.9291097091	0.1773804156
1010	0.9291849255	0.1773400183
1011	0.9292269949	0.1772987808
1012	0.9292867317	0.1772607879
1013	0.9291521487	0.1772062388
1014	0.9292021824	0.1771681226
1015	0.9292632686	0.1771530561
1016	0.9294225883	0.1770629293
1017	0.9294380448	0.1769926
1018	0.9295836345	0.1769086825
1019	0.9294774893	0.1768788157
1020	0.9294509443	0.1768608607
1021	0.9294540356	0.1768503957
1022	0.9295385829	0.1767669097
1023	0.9296039951	0.1767033212
1024	0.9296459305	0.17665699
1025	0.9296194105	0.1766488772
1026	0.9296305219	0.1766404853
1027	0.9295743795	0.1765780539
1028	0.9295552587	0.1765230926
1029	0.9295552587	0.1765178559
1030	0.9296305219	0.1764864853
1031	0.9295805498	0.1764092565
1032	0.9296039951	0.1764038374
1033	0.9296039951	0.1763733508
1034	0.9297100815	0.1763339224
1035	0.9296274394	0.1762671563
1036	0.9296009112	0.1762215866
1037	0.9296009112	0.1762124659
1038	0.9295398296	0.1761807314
1039	0.9295743795	0.1761641049
1040	0.9296181902	0.1761169443
1041	0.9296120227	0.1760994442
1042	0.9296558372	0.1760946938
1043	0.9297619308	0.176032516
1044	0.9298180305	0.1759989756
1045	0.9299117602	0.1758416047
1046	0.9299351901	0.1757966829
1047	0.9300523239	0.1757391551
1048	0.9301307175	0.1757212928
1049	0.9301826464	0.1756905344
1050	0.9301154158	0.1756333846
1051	0.9302773582	0.1755551198
1052	0.9302773582	0.1755499842
1053	0.9303078707	0.1754817997
1054	0.930243753	0.1754786191
1055	0.9300472772	0.1754282274
1056	0.9300941125	0.1754169451
1057	0.9301175286	0.1754087171
1058	0.9301205874	0.1753999575
1059	0.9300595238	0.175389493
1060	0.9300595238	0.1753425293
1061	0.9300564626	0.1753408907
1062	0.9300859975	0.1753228312
1063	0.9301704707	0.1752628114
1064	0.9301602592	0.1751156365
1065	0.9302009896	0.1750844818
1066	0.9302447782	0.1750301167
1067	0.9303211401	0.1749475065
1068	0.9305786571	0.1748802439
1069	0.9305409664	0.1748646839
1070	0.9305613306	0.174816818
1071	0.9305552516	0.1747701445
1072	0.9305756183	0.1747644832
1073	0.9306111731	0.1747421962
1074	0.9306610069	0.1746659676
1075	0.9306254651	0.1746277537
1076	0.9306579725	0.1745949505
1077	0.9306558166	0.1743533598
1078	0.9306549377	0.1743077977
1079	0.9307333727	0.1742615112
1080	0.9308126559	0.1741858921
1081	0.9307719237	0.1741364661
1082	0.9308360501	0.1740500403
1083	0.9308156835	0.1740175691
1084	0.9308564177	0.1739517755
1085	0.9308911064	0.173910567
1086	0.930894131	0.1738251784
1087	0.930940919	0.1738190985
1088	0.9309032032	0.1737970207
1089	0.9309612902	0.1737234823
1090	0.9310344828	0.1736807618
1091	0.9310284464	0.1736457847
1092	0.9310714677	0.1735764732
1093	0.9310978813	0.1735657735
1094	0.9310367468	0.1735411587
1095	0.9310276896	0.1734926297
1096	0.9309929745	0.1734799541
1097	0.9310042903	0.1734324317
1098	0.93098089	0.1733445427
1099	0.9310420315	0.1732807705
1100	0.9310737432	0.1732646547
1101	0.9309718239	0.1731705214
1102	0.9309635337	0.1731273894
1103	0.9310571241	0.1730390659
1104	0.9311997899	0.1729930392
1105	0.9311115004	0.1729469001
1106	0.9311371999	0.1728827406
1107	0.9312044155	0.172865345
1108	0.9312278243	0.1728540807
1109	0.9311719606	0.1727919956
1110	0.9311893443	0.1727339381
1111	0.931168945	0.1727230817
1112	0.9312391842	0.1726745719
1113	0.931153863	0.1726484035
1114	0.9311749759	0.1725863307
1115	0.9312097446	0.1725510695
1116	0.9312625953	0.1725360088
1117	0.9312625953	0.1725169458
1118	0.9313682551	0.1724358939
1119	0.9314264439	0.1724206214
1120	0.9313796351	0.1724157278
1121	0.9313796351	0.1724056655
1122	0.9313993997	0.1723525832
1123	0.9313435452	0.1722736548
1124	0.9314408376	0.172245999
1125	0.9315572693	0.1721905237
1126	0.9315512708	0.1721391457
1127	0.9315860981	0.172106354
1128	0.9316065128	0.1720522378
1129	0.9316299251	0.1720227273
1130	0.9315711029	0.1719495811
1131	0.9315741025	0.1719217017
1132	0.9315596853	0.1719007619
1133	0.9316533363	0.1718696908
1134	0.9316707574	0.1718367794
1135	0.9316533363	0.1718123571
1136	0.9316707574	0.1717802285
1137	0.9317863398	0.171702566
1138	0.9317803661	0.1716696021
1139	0.9317893262	0.1715893149
1140	0.9318132085	0.1715247158
1141	0.9317599667	0.1713963946
1142	0.9318037524	0.1713456126
1143	0.9318450427	0.1712926058
1144	0.9318564893	0.1712814964
1145	0.9318564893	0.1712106182
1146	0.9318768881	0.1711790224
1147	0.9318505221	0.1711416983
1148	0.9317893262	0.1710699396
1149	0.9317515213	0.1709973779
1150	0.9317226891	0.1709590361
1151	0.9317460665	0.1709053696
1152	0.931973831	0.1708685772
1153	0.931973831	0.1708684645
1154	0.9318132085	0.1707854504
1155	0.9317759258	0.1707538955
1156	0.9318693817	0.170724905
1157	0.9320180235	0.1706304968
1158	0.9320180235	0.1706195797
1159	0.9321140257	0.1705893965
1160	0.9320936338	0.1705673796
1161	0.9321110552	0.170538946
1162	0.9321633332	0.1704859496
1163	0.9321459049	0.1704258087
1164	0.932183732	0.1703187274
1165	0.9322308264	0.1703164835
1166	0.9321989414	0.1702703825
1167	0.9322256231	0.1702282199
1168	0.9322167315	0.1701948574
1169	0.9322048725	0.1701742642
1170	0.9322048725	0.1701699837
1171	0.9322630739	0.1700980127
1172	0.9322222951	0.1700704722
1173	0.932350561	0.1700517661
1174	0.9324182549	0.1700010911
1175	0.9323163669	0.1699836101
1176	0.9323571194	0.1699404633
1177	0.9324037852	0.1699248246
1178	0.9324212091	0.1699111311
1179	0.9323045312	0.1698795484
1180	0.9323830969	0.1698476894
1181	0.9324034804	0.169805439
1182	0.9323189927	0.1697549227
1183	0.9324064358	0.1697310717
1184	0.9324791184	0.1696935157
1185	0.9325051398	0.1696101001
1186	0.9326685473	0.1695143947
1187	0.9326918872	0.169498028
1188	0.9327122832	0.1694810628
1189	0.9326859992	0.1694640473
1190	0.9327063969	0.1693548759
1191	0.9325722284	0.1693005411
1192	0.9325139958	0.1692571635
1193	0.9325139958	0.1692315392
1194	0.932490651	0.1691432767
1195	0.9324557759	0.1691197513
1196	0.9324761655	0.1690358113
1197	0.9325024598	0.1689187394
1198	0.9324146982	0.1688983966
1199	0.9323999125	0.1688798073
1200	0.9324581556	0.1688554835
1201	0.9324960067	0.1688251732
1202	0.9325282226	0.1687716175
1203	0.9323739119	0.1686842079
1204	0.932318327	0.1686463322
1205	0.9322920085	0.168604964
1206	0.9323153658	0.1686007805
1207	0.9323153658	0.1685706059
1208	0.9324412961	0.1685292904
1209	0.9324673053	0.1684830653
1210	0.9324876982	0.1684245042
1211	0.9325078212	0.1683808975
1212	0.9325078212	0.1683781325
1213	0.9325196316	0.1683512708
1214	0.9325545274	0.168340126
1215	0.9325021872	0.1683221914
1216	0.932508092	0.1683100365
1217	0.9325139958	0.1682882309
1218	0.9324557759	0.1682663494
1219	0.9325547828	0.1682437913
1220	0.9325869722	0.1682361674
1221	0.9325958154	0.168208104
1222	0.9325958154	0.1681703485
1223	0.9326162053	0.1681313397
1224	0.9325899202	0.1681125287
1225	0.9325899202	0.1680998693
1226	0.9324758842	0.1680709617
1227	0.9324992344	0.168059498
1228	0.9324962814	0.1680033649
1229	0.9325078212	0.1679962271
1230	0.9325515763	0.1679664397
1231	0.9325719786	0.1679473351
1232	0.9326420336	0.1678563103
1233	0.932729738	0.1678279453
1234	0.932802694	0.1677655617
1235	0.93275896	0.1677160752
1236	0.9327705363	0.1677064881
1237	0.9328289675	0.1676617839
1238	0.9327765997	0.1676382936
1239	0.9329718858	0.167614029
1240	0.9330040001	0.1675886291
1241	0.9329602833	0.1675506726
1242	0.9329602833	0.1675487817
1243	0.9329632139	0.1675322887
1244	0.9330010711	0.1675223229
1245	0.933033079	0.1674254526
1246	0.9331758943	0.1673708796
1247	0.9331846605	0.1672810035
1248	0.9332137859	0.1672228846
1249	0.933170049	0.1671709435
1250	0.9332400341	0.1671681247
1251	0.9333566556	0.1671060085
1252	0.9334790688	0.1670583028
1253	0.9335023827	0.1670157959
1254	0.9334761603	0.1670010379
1255	0.9334907001	0.1669414858
1256	0.9334673894	0.1669060076
1257	0.9335314426	0.1668890156
1258	0.9335694144	0.1668584687
1259	0.9335461024	0.1668222993
1260	0.9335723185	0.1667972513
1261	0.93356651	0.1667234061
1262	0.9335723185	0.1666854183
1263	0.9336015217	0.1666448593
1264	0.933624836	0.166632448
1265	0.933645248	0.1666194723
1266	0.933645248	0.1666118762
1267	0.933534479	0.1665923151
1268	0.9334645669	0.1665906278
1269	0.9335258219	0.1665385595
1270	0.933566663	0.1665161009
1271	0.9335491491	0.1664743056
1272	0.9335316375	0.1664565144
1273	0.9334937124	0.1664202753
1274	0.9334820745	0.1663639221
1275	0.9335054027	0.166348845
1276	0.9335316375	0.166275122
1277	0.9335316375	0.1662746333
1278	0.9335316375	0.1662636463
1279	0.9335258219	0.1662262763
1280	0.9335258219	0.1662189857
1281	0.9336133167	0.1661705667
1282	0.9336191247	0.1661445363
1283	0.9336395451	0.1660969911
1284	0.9336832896	0.1660620105
1285	0.9336803885	0.1659620963
1286	0.9336919914	0.165864501
1287	0.9336977914	0.1658139973
1288	0.9337764271	0.1657971137
1289	0.9338929696	0.1657684257
1290	0.9338929696	0.1657678707
1291	0.9339280248	0.1657638718
1292	0.9339426672	0.1657143399
1293	0.9339018257	0.1656814156
1294	0.9338261022	0.1655628162
1295	0.9338203132	0.1655248001
1296	0.9339108748	0.1654605145
1297	0.9338993064	0.1654070269
1298	0.9338993064	0.1653901107
1299	0.9339110644	0.1653735719
1300	0.9338264257	0.165339556
1301	0.9338117848	0.165310974
1302	0.933986828	0.1652627363
1303	0.9340305888	0.1652089485
1304	0.9340507907	0.1651534829
1305	0.9340712223	0.165107757
1306	0.9341149707	0.1650437858
1307	0.934158719	0.1650340101
1308	0.9341615994	0.1650069365
1309	0.9341849122	0.1649415548
1310	0.9342053458	0.1649390348
1311	0.934207937	0.1649112911
1312	0.9341875109	0.1648870098
1313	0.9341846329	0.1648125164
1314	0.9340596832	0.1647416848
1315	0.9340188143	0.1647292388
1316	0.9341558385	0.164691005
1317	0.9341500766	0.164619727
1318	0.9341411667	0.1645931504
1319	0.9341149707	0.1645883242
1320	0.9341529576	0.1645861649
1321	0.9341241355	0.1645647679
1322	0.9341065762	0.1645310478
1323	0.9341005557	0.1645276288
1324	0.9341005557	0.1645202016
1325	0.9341762737	0.1644772525
1326	0.934094788	0.1644520291
1327	0.934080119	0.1644320835
1328	0.9341063225	0.1643901531
1329	0.9341964266	0.1643291683
1330	0.9342985871	0.1642750726
1331	0.9342666521	0.1642697451
1332	0.9343075274	0.1642413499
1333	0.9343075274	0.1642307229
1334	0.9343075274	0.1641950217
1335	0.9343104014	0.1641905604
1336	0.9343135968	0.164159347
1337	0.9343720594	0.1641087159
1338	0.934392507	0.1640894342
1339	0.9344129555	0.1640531006
1340	0.9344276647	0.1640222761
1341	0.934450986	0.1639655223
1342	0.934471438	0.1639623282
1343	0.934480042	0.1639319819
1344	0.9344595925	0.1639138589
1345	0.9344947583	0.1638293643
1346	0.9344947583	0.1638146371
1347	0.9345589845	0.1637601467
1348	0.9345413958	0.1637307434
1349	0.9345413958	0.1637303551
1350	0.9345180776	0.1637020751
1351	0.9345851662	0.1636365668
1352	0.934655112	0.1636085716
1353	0.9347336178	0.1635693229
1354	0.9348035355	0.1634730087
1355	0.9346579719	0.1634384765
1356	0.9346608315	0.1634235594
1357	0.9347631032	0.1633221157
1358	0.9347540697	0.1632876627
1359	0.9348301821	0.1632648374
1360	0.9348472915	0.1631887551
1361	0.9348591935	0.1631568181
1362	0.9348387379	0.16312805
1363	0.9348472915	0.163067383
1364	0.9348211355	0.1630059514
1365	0.934929109	0.1628803503
1366	0.934938177	0.1628582416
1367	0.9350348028	0.1628097625
1368	0.9350348028	0.1628018503
1369	0.9350433336	0.1627424301
1370	0.9350200258	0.1627038039
1371	0.9350404903	0.1627006419
1372	0.93503993	0.1626713156
1373	0.9350899462	0.1626382735
1374	0.9351337156	0.1626292619
1375	0.935177485	0.1625897001
1376	0.935177485	0.1625805198
1377	0.9351689722	0.1625284384
1378	0.9351894412	0.1625102567
1379	0.9351598573	0.1624444406
1380	0.935162695	0.1624290504
1381	0.935183159	0.1624177342
1382	0.935183159	0.1623988904
1383	0.935177485	0.1623801495
1384	0.9351541812	0.1623163985
1385	0.9352480189	0.1623031434
1386	0.9352593565	0.1622595659
1387	0.935230382	0.1622486682
1388	0.93527416	0.1622172046
1389	0.9352946327	0.1622005548
1390	0.9353299181	0.1621698349
1391	0.9353885228	0.1621069095
1392	0.9354994089	0.1620621525
1393	0.9354909346	0.1620229047
1394	0.9355114196	0.162018288
1395	0.9354881093	0.1620051993
1396	0.9355523924	0.1619891032
1397	0.9355460198	0.1619876615
1398	0.9355431974	0.1619531566
1399	0.9355982663	0.1619388984
1400	0.935537552	0.1618981285
1401	0.9355636809	0.1618675657
1402	0.9355826878	0.1618467848
1403	0.9356208149	0.1617782451
1404	0.9356730264	0.1617662621
1405	0.9356786558	0.1617550593
1406	0.9356786558	0.1617512803
1407	0.9355622169	0.1617108144
1408	0.9355939619	0.1616805537
1409	0.9356814701	0.1616206136
1410	0.9357047538	0.1615764623
1411	0.9357075668	0.1614697451
1412	0.9357103795	0.1614320004
1413	0.9357802179	0.1613881962
1414	0.9357830271	0.1613666336
1415	0.9357456956	0.1613424347
1416	0.935742884	0.1613201418
1417	0.9357203826	0.1612524363
1418	0.935729609	0.1612416634
1419	0.9357472799	0.1612158182
1420	0.9357882523	0.161175008
1421	0.935741653	0.1611683883
1422	0.9357621404	0.1611460676
1423	0.9357854406	0.1610961151
1424	0.9358376568	0.16106752
1425	0.9358609518	0.1610349231
1426	0.9358553352	0.1610078766
1427	0.9359260719	0.1609709327
1428	0.9359996496	0.1609039534
1429	0.9359856285	0.1608690077
1430	0.9359856285	0.1608651336
1431	0.9359651237	0.1608621908
1432	0.9359651237	0.1608175622
1433	0.9360238377	0.1607923593
1434	0.9360471485	0.160786548
1435	0.9360378516	0.1607556104
1436	0.9360564491	0.1607497406
1437	0.9360219178	0.1607401782
1438	0.93603963	0.1607365425
1439	0.9360219178	0.1607232438
1440	0.9359575681	0.1606984026
1441	0.9358932211	0.1606251983
1442	0.9358811413	0.1606132601
1443	0.9357850443	0.1605729719
1444	0.9357850443	0.1605699438
1445	0.935878331	0.1605368076
1446	0.9359687952	0.1605182247
1447	0.9359165425	0.1604971131
1448	0.9358614643	0.1604810802
1449	0.9358614643	0.1604416804
1450	0.9358847899	0.1603923962
1451	0.9358614643	0.1603903061
1452	0.935864276	0.1603352331
1453	0.9358550108	0.1602840792
1454	0.9358550108	0.160264308
1455	0.9358811413	0.1602519808
1456	0.9358373143	0.160236729
1457	0.9358373143	0.1602297322
1458	0.9358839513	0.1601974558
1459	0.9359510923	0.1601928293
1460	0.9359305842	0.1601832577
1461	0.9359305842	0.1601636994
1462	0.9359949164	0.1601009796
1463	0.9359921113	0.1600589303
1464	0.9360825646	0.1600376438
1465	0.9361580931	0.1600256449
1466	0.9361552956	0.1600098545
1467	0.9361758068	0.1600002189
1468	0.9362047058	0.1599660056
1469	0.9361058767	0.1599589267
1470	0.9361338648	0.1599445768
1471	0.9361310671	0.1599082897
1472	0.9361543684	0.1598779793
1473	0.9361403816	0.1598680135
1474	0.9360937671	0.1598345355
1475	0.9361375835	0.1598154658
1476	0.9361459771	0.1598001547
1477	0.9361552956	0.1597649576
1478	0.9361925832	0.1597486982
1479	0.9362969451	0.1597226854
1480	0.936328604	0.1596784348
1481	0.936424537	0.1595794366
1482	0.9364273205	0.1595622428
1483	0.9364478207	0.1595198782
1484	0.936494385	0.1594750194
1485	0.9365670008	0.1594409541
1486	0.9366617805	0.1593928903
1487	0.9366756349	0.1593494462
1488	0.9366728645	0.1593466634
1489	0.9366795029	0.1593356904
1490	0.9367055374	0.1593118858
1491	0.9367055374	0.1592878678
1492	0.9368041124	0.1592588898
1493	0.9368206967	0.1592524561
1494	0.9368766404	0.1592139209
1495	0.9368821625	0.1592047167
1496	0.9369463946	0.1591400205
1497	0.9369613719	0.1590913487
1498	0.936973595	0.1590502792
1499	0.9369121057	0.158982095
1500	0.9368218411	0.1589233217
1501	0.9368328959	0.1588597115
1502	0.9368218411	0.1588010449
1503	0.9368478618	0.1587169096
1504	0.9368589113	0.1586931745
1505	0.9368766404	0.1586856814
1506	0.936928662	0.1586574259
1507	0.9368600683	0.1586266445
1508	0.9368506245	0.1586108004
1509	0.9368699569	0.1586058407
1510	0.9368794016	0.158559233
1511	0.9369507236	0.1585447256
1512	0.9369507236	0.158515787
1513	0.9369247251	0.1585023614
1514	0.9369684514	0.1584966015
1515	0.9370299108	0.1584608551
1516	0.937088627	0.1584369277
1517	0.9371091187	0.1584267508
1518	0.937088627	0.1583923194
1519	0.9370626312	0.1583498105
1520	0.936957045	0.1583053121
1521	0.9369791097	0.1582951799
1522	0.9370256141	0.1582768883
1523	0.9370023624	0.1582659328
1524	0.9369503391	0.1582454482
1525	0.9369625626	0.1581870409
1526	0.9370378473	0.1581661783
1527	0.9370063234	0.1581310533
1528	0.9370773238	0.1581045618
1529	0.9370828318	0.1580979611
1530	0.9369980524	0.1580697141
1531	0.9370883389	0.1580435695
1532	0.9369952949	0.1580339564
1533	0.9370008096	0.1580252638
1534	0.9370350923	0.1580138
1535	0.9370350923	0.15798255
1536	0.9371171013	0.1579548924
1537	0.9371171013	0.1579463248
1538	0.9371403566	0.1579269227
1539	0.9371403566	0.1579136725
1540	0.9371431072	0.1578849889
1541	0.9371308571	0.1578349112
1542	0.9371951086	0.1578166766
1543	0.9371951086	0.1578059691
1544	0.9371718586	0.1578034614
1545	0.9372211042	0.1577766905
1546	0.9371978563	0.1577597408
1547	0.9372088446	0.1577504122
1548	0.9372278744	0.1576746957
1549	0.9373413844	0.1576322427
1550	0.9373701135	0.1575928922
1551	0.9373960976	0.157543349
1552	0.9373783329	0.1575184461
1553	0.9373796604	0.1575086093
1554	0.93740291	0.1574846311
1555	0.9374466689	0.1574630971
1556	0.9374288965	0.1574304488
1557	0.9374671801	0.1573999452
1558	0.9373701135	0.1573777002
1559	0.9373701135	0.1573642369
1560	0.9373701135	0.1573627519
1561	0.9374521429	0.1573485144
1562	0.937405649	0.1573175563
1563	0.9373851405	0.1573098521
1564	0.9374439315	0.1572818025
1565	0.9374671801	0.1572431429
1566	0.9374439315	0.1572395814
1567	0.9374644436	0.1572082942
1568	0.9374562325	0.1572061726
1569	0.937476748	0.1571684975
1570	0.9374657999	0.1571680005
1571	0.9374972644	0.1571631278
1572	0.9375177817	0.1571594726
1573	0.9375465009	0.157125272
1574	0.9375779455	0.1571036503
1575	0.937572482	0.1570987737
1576	0.9374603244	0.1570434674
1577	0.937454848	0.1570065492
1578	0.9375150467	0.1569997433
1579	0.9375123115	0.1569834414
1580	0.9375683598	0.1569490754
1581	0.9375779455	0.1569338945
1582	0.9375546998	0.1569330226
1583	0.9375957289	0.1568950018
1584	0.9376326209	0.1568850939
1585	0.937664042	0.1568743736
1586	0.9377105114	0.1568705229
1587	0.9377310208	0.156845993
1588	0.937750082	0.1568337452
1589	0.9378607661	0.1568278713
1590	0.9378348239	0.1568211576
1591	0.9378812725	0.1568038627
1592	0.9379057111	0.1567091972
1593	0.9379057111	0.1567032975
1594	0.9378852122	0.1566370219
1595	0.9379029967	0.1566192903
1596	0.9379014989	0.1566075107
1597	0.9379451995	0.1566006442
1598	0.9379587557	0.156559156
1599	0.9379424875	0.1565442084
1600	0.9379656943	0.1565339487
1601	0.9379629832	0.1564989871
1602	0.9379439988	0.1564521565
1603	0.9379645012	0.1564350536
1604	0.9379645012	0.156429688
1605	0.9379795816	0.1564250345
1606	0.9379822931	0.1564166263
1607	0.9379714454	0.1563975362
1608	0.9379714454	0.1563792352
1609	0.9379973765	0.1563144234
1610	0.9380546448	0.1562888206
1611	0.9380751492	0.1562689648
1612	0.9380546448	0.1562553306
1613	0.9380670266	0.1562131613
1614	0.9380097523	0.1561891001
1615	0.9379865302	0.1561772947
1616	0.9380534844	0.1561509201
1617	0.9380302633	0.1561191694
1618	0.9380836778	0.1561020718
1619	0.9380290933	0.1560667672
1620	0.9380345152	0.1560426937
1621	0.9380345152	0.1560069708
1622	0.9380441916	0.1559959921
1623	0.9380496128	0.155983103
1624	0.9380318044	0.1559692751
1625	0.9380167097	0.1559185867
1626	0.9379675401	0.1559082295
1627	0.937985344	0.1558695973
1628	0.9380182467	0.1558465436
1629	0.9380484496	0.155794309
1630	0.938079818	0.1557854529
1631	0.9380197846	0.1557788093
1632	0.9380403143	0.1557677541
1633	0.938071688	0.1557401233
1634	0.9381386901	0.1556973452
1635	0.9382083935	0.1556132785
1636	0.9382532426	0.1555667407
1637	0.9382219111	0.1555426527
1638	0.9382219111	0.1555395505
1639	0.9383050847	0.1555065298
1640	0.9382818651	0.1555019682
1641	0.9382478399	0.1554667877
1642	0.9381754539	0.1554549526
1643	0.938198683	0.1554432004
1644	0.938198683	0.1554334818
1645	0.9381727488	0.1554079023
1646	0.938239734	0.1553125623
1647	0.9382575592	0.1553119646
1648	0.9382969881	0.1553038942
1649	0.9383666506	0.1552839789
1650	0.9383747376	0.1552814201
1651	0.9384060348	0.1552275043
1652	0.9384060348	0.1552202501
1653	0.9384470732	0.1551410841
1654	0.9384649027	0.1551280268
1655	0.9384934951	0.1551097459
1656	0.9385318493	0.1550863717
1657	0.9385015631	0.1550414158
1658	0.9384702847	0.1550253648
1659	0.9384827345	0.154963799
1660	0.9384773528	0.1549560189
1661	0.9385157156	0.1549027791
1662	0.9385184051	0.1548834917
1663	0.9385130258	0.1548643298
1664	0.9385227969	0.1548601496
1665	0.9385022643	0.1548350788
1666	0.9385308658	0.1548299464
1667	0.9385540851	0.1548053775
1668	0.9385227969	0.1547935088
1669	0.9385460194	0.1547640321
1670	0.9385567732	0.1547136398
1671	0.9385728968	0.1547132798
1672	0.9385728968	0.1547121544
1673	0.9385728968	0.1547040393
1674	0.9385318493	0.154682722
1675	0.9385836413	0.1546338469
1676	0.9385836413	0.1546275166
1677	0.9385675232	0.1546249602
1678	0.9385076455	0.1545991151
1679	0.9385076455	0.1545782868
1680	0.9385237835	0.1545781639
1681	0.938611263	0.1545499772
1682	0.9386960611	0.1544901398
1683	0.9386880154	0.1544711224
1684	0.938672849	0.1544372679
1685	0.9386344749	0.1544325731
1686	0.9386246857	0.1544039951
1687	0.9386246857	0.1543966513
1688	0.9386068477	0.1543583178
1689	0.9386559398	0.1543240658
1690	0.9386381025	0.1543116381
1691	0.9386532575	0.1542975603
1692	0.9386095321	0.1542666273
1693	0.9385809555	0.1542478345
1694	0.9386291063	0.1541800565
1695	0.938593422	0.154125915
1696	0.938593422	0.1541226852
1697	0.938593422	0.154114278
1698	0.9385907361	0.1540979473
1699	0.9385702102	0.1540928375
1700	0.938611263	0.1540907376
1701	0.9386452093	0.1540726488
1702	0.9385907361	0.1540541702
1703	0.938613948	0.1540228474
1704	0.9385826772	0.1540062963
1705	0.9385853637	0.1539962855
1706	0.9387398027	0.153981348
1707	0.9387192722	0.1539797765
1708	0.9387398027	0.1539670143
1709	0.9387603342	0.1539546041
1710	0.9387603342	0.1539531762
1711	0.9387398027	0.1539476678
1712	0.9387603342	0.1539335426
1713	0.9387067116	0.1538917382
1714	0.9386942152	0.1538828385
1715	0.9386959758	0.153876481
1716	0.938704028	0.1538553306
1717	0.938724578	0.1538328772
1718	0.9387683618	0.15379802
1719	0.938866636	0.153723122
1720	0.9388693121	0.1537189032
1721	0.9388853636	0.1536924078
