iter	F1	Logloss
109	0.7990364125	0.3735046408
110	0.7997129829	0.3725163296
111	0.8007041601	0.3717866771
112	0.8039387915	0.37038794
113	0.8039668963	0.3690784294
114	0.8043573791	0.3682337815
115	0.8064888848	0.3671800237
116	0.807643371	0.3663290541
117	0.8092829927	0.3648889358
118	0.8094578369	0.3643926218
119	0.8102013051	0.3627847152
120	0.8109230131	0.3620687808
121	0.8114117023	0.361309535
122	0.8121270763	0.3605131106
123	0.8131331737	0.3596432284
124	0.8144673611	0.3588591593
125	0.8158124569	0.3578521017
126	0.8156139302	0.3570389502
127	0.8170776592	0.3560177982
128	0.8177759367	0.3552085264
129	0.8182591698	0.3546550352
130	0.8189500758	0.3541126203
131	0.8193114219	0.3532569239
132	0.8203279291	0.3520133436
133	0.8205281286	0.3514996939
134	0.8209346138	0.3508160211
135	0.8212826516	0.3503055434
136	0.821928496	0.349785506
137	0.8225032708	0.3492110071
138	0.8222497591	0.3488057398
139	0.8226202215	0.3483612769
140	0.8228332913	0.3478897649
141	0.8239364018	0.347114362
142	0.8242354828	0.3462550524
143	0.8242296598	0.3456710988
144	0.8245441442	0.3450325679
145	0.8248936462	0.3446209431
146	0.8253990031	0.3441530741
147	0.8267263427	0.3431426123
148	0.8274240314	0.3426442329
149	0.8282519398	0.3421718322
150	0.8285322986	0.3417082409
151	0.8290801187	0.3406706289
152	0.8294831994	0.339809977
153	0.8298639642	0.3392921624
154	0.8304520367	0.3387630987
155	0.8313571689	0.3379652836
156	0.8319613253	0.3373580165
157	0.832390769	0.3365851445
158	0.8328780843	0.3358991444
159	0.8338146018	0.335091062
160	0.8340803094	0.3343587939
161	0.8352497387	0.3338065052
162	0.8353037468	0.3331445172
163	0.8361181204	0.3327320862
164	0.8371141519	0.3322091546
165	0.837298071	0.3316196629
166	0.8380472069	0.3312582495
167	0.838294778	0.330736901
168	0.8379435851	0.3299434707
169	0.8384896911	0.3294056636
170	0.8389589726	0.3284672267
171	0.8389780425	0.3278791244
172	0.8393664644	0.3272867592
173	0.8392711079	0.3267268507
174	0.8397647005	0.3259463815
175	0.8405612824	0.3251534804
176	0.8413361169	0.3243478233
177	0.8419261142	0.3236779732
178	0.8424157176	0.3226771443
179	0.8431488203	0.322260038
180	0.8430269486	0.3219660396
181	0.8430243106	0.3213767531
182	0.8435877084	0.3206196246
183	0.8434226636	0.3200641662
184	0.844170556	0.31963291
185	0.8445722567	0.3190270315
186	0.8447975374	0.318498213
187	0.8448740295	0.3182313486
188	0.8451539855	0.3176868776
189	0.846387316	0.3167691287
190	0.8466938406	0.3164073994
191	0.847109964	0.3154901494
192	0.8474070052	0.3151715643
193	0.8470487054	0.3147277005
194	0.8471823179	0.3141161144
195	0.8472844028	0.3137629555
196	0.8486189842	0.3129990603
197	0.8497021123	0.3121190409
198	0.8496906192	0.3111508625
199	0.8503521127	0.3106775402
200	0.8501952993	0.3101446844
201	0.8503634804	0.3098783438
202	0.8504324654	0.3093400497
203	0.851285521	0.3090466149
204	0.8518785801	0.3086898839
205	0.8522217463	0.3081650971
206	0.8527376417	0.3078408496
207	0.8536623809	0.307179709
208	0.8535123688	0.3068036212
209	0.8539907689	0.3061933325
210	0.8546873945	0.3056663576
211	0.8547727171	0.3054029361
212	0.8547497354	0.3049187901
213	0.8549037271	0.3044510598
214	0.8552581219	0.3038807204
215	0.8554509839	0.3034703534
216	0.855682867	0.3029743513
217	0.8561013479	0.3024106177
218	0.8563392958	0.3018844611
219	0.8571364331	0.3015286243
220	0.8572648996	0.3011558644
221	0.8573356728	0.3004845887
222	0.8576827046	0.3000722974
223	0.8577470809	0.2996295061
224	0.8577668701	0.299086447
225	0.8581462888	0.2988556901
226	0.8584160421	0.2986931749
227	0.858660664	0.2981982535
228	0.8587066694	0.2978365539
229	0.8588672447	0.2972592038
230	0.8592282219	0.2968410673
231	0.8598320236	0.2963799477
232	0.8601293055	0.295667808
233	0.8604960241	0.2955031856
234	0.8606614585	0.2951306111
235	0.8613424571	0.2948037975
236	0.8614124319	0.2942415184
237	0.8611505122	0.2937697155
238	0.8618014168	0.2931880843
239	0.8619743647	0.2930709975
240	0.8620394944	0.2928868522
241	0.8624707576	0.2925311612
242	0.8628395256	0.2920804685
243	0.8630399064	0.2917723782
244	0.8636179502	0.2914171835
245	0.8640140512	0.2910170769
246	0.8644144144	0.2908090121
247	0.8649573419	0.2901396473
248	0.8654326263	0.2897277749
249	0.865930209	0.2893637253
250	0.8660907127	0.2890439405
251	0.8666277084	0.2885745213
252	0.8666711611	0.2883272838
253	0.8669842268	0.2878758128
254	0.8675321175	0.287591909
255	0.8677966102	0.2871117145
256	0.8678880956	0.2867217239
257	0.8683158982	0.2863215023
258	0.8681143473	0.2856780746
259	0.8686224776	0.2851794804
260	0.8689054503	0.2848206491
261	0.8691534249	0.284645961
262	0.870095785	0.284219699
263	0.8703570788	0.2840198614
264	0.8703255313	0.2837629731
265	0.8704700395	0.2834078371
266	0.8706964226	0.283193695
267	0.8708346414	0.2829177164
268	0.8713878988	0.2824386127
269	0.8714490546	0.2822049433
270	0.8711881876	0.2814766198
271	0.8711362159	0.2811445294
272	0.871542166	0.2809008569
273	0.8713984855	0.2806584812
274	0.8716949001	0.2801914012
275	0.8726873628	0.2795108927
276	0.8727541557	0.2791256561
277	0.8726059004	0.2788566716
278	0.8729105983	0.2784936133
279	0.873074167	0.2782967015
280	0.8733428879	0.2780450176
281	0.8737494685	0.2775612822
282	0.8738897962	0.2774072213
283	0.8740183905	0.2771945148
284	0.8742809821	0.2767296096
285	0.8745328828	0.276606494
286	0.8745104183	0.2760808327
287	0.8746166417	0.2755834939
288	0.874913243	0.2752422716
289	0.875097947	0.2748684242
290	0.8752910622	0.2747099636
291	0.8751315878	0.2742577928
292	0.875487253	0.2740347595
293	0.8757727802	0.2736979969
294	0.8760049267	0.2733589556
295	0.8761333363	0.2731108914
296	0.8770139635	0.272727442
297	0.8770721013	0.2726171914
298	0.8771505918	0.2722360612
299	0.8774473608	0.2720166013
300	0.8776418491	0.2716520096
301	0.8779539002	0.2712327974
302	0.8783028569	0.270922526
303	0.8781872221	0.2706900444
304	0.8781055033	0.2702817092
305	0.87832368	0.2699602603
306	0.8784545211	0.2693994511
307	0.8782593139	0.2690204802
308	0.8781186369	0.2687624879
309	0.8786556577	0.2684941793
310	0.8788380628	0.2680720708
311	0.8790382161	0.2678017334
312	0.8795237349	0.267218196
313	0.8796706493	0.2670359979
314	0.879733387	0.2668103851
315	0.8798210291	0.2665648497
316	0.8799606282	0.2664791168
317	0.8800429617	0.2660891496
318	0.880236305	0.2658246074
319	0.8805388954	0.2655508317
320	0.8807068561	0.2652319068
321	0.8810706772	0.2649511265
322	0.8812353139	0.2647448066
323	0.8815774749	0.2643977219
324	0.881652567	0.2642999124
325	0.8821581961	0.2639003805
326	0.8821726583	0.2634771674
327	0.8822279387	0.2632991574
328	0.8822029349	0.2632055341
329	0.8826188132	0.2629693699
330	0.8827583121	0.2626775986
331	0.8829235583	0.2623797137
332	0.8830419815	0.2620105447
333	0.8832219565	0.2619716021
334	0.8836596049	0.2617410766
335	0.8835079411	0.2614963942
336	0.8836824943	0.2612848564
337	0.8838123311	0.2609852227
338	0.8842316706	0.2608024502
339	0.8848084603	0.2605932732
340	0.8852393172	0.2601983572
341	0.8854236381	0.2600158758
342	0.8853095371	0.2597897157
343	0.8855244381	0.2593468273
344	0.8856945466	0.2590274637
345	0.8860364576	0.2587674164
346	0.8858925786	0.2585843529
347	0.8857391188	0.258420616
348	0.8859828908	0.258184283
349	0.8857639508	0.2578412307
350	0.8860200669	0.2575389152
351	0.8862972461	0.257112752
352	0.8865151752	0.2568542728
353	0.8866375078	0.256580368
354	0.8870053977	0.2562822142
355	0.8870151018	0.256076956
356	0.8870597158	0.2559756605
357	0.887138522	0.2557206774
358	0.8874902355	0.255355608
359	0.8877282264	0.2551996922
360	0.8880162431	0.2549032061
361	0.8878122837	0.2546769179
362	0.8881206227	0.2543921284
363	0.8885767164	0.2542431522
364	0.8884079957	0.2541259672
365	0.8885916215	0.2538031787
366	0.8887452641	0.2533966778
367	0.8889978821	0.2530586827
368	0.8891266551	0.2526832922
369	0.8887402154	0.2524653861
370	0.8889731635	0.25224757
371	0.8888492019	0.2519487169
372	0.8890872175	0.2516297987
373	0.8893649306	0.2514045222
374	0.8893895122	0.250899636
375	0.8896965373	0.2506391153
376	0.8899444705	0.2504744359
377	0.8901324297	0.2502268538
378	0.890468656	0.2499665427
379	0.8903752257	0.249858036
380	0.890345012	0.2494048606
381	0.8904540085	0.2491977816
382	0.890776158	0.2489107044
383	0.8911473656	0.2486238588
384	0.8913891055	0.2483959462
385	0.8914341742	0.2482377962
386	0.8913058013	0.2480019688
387	0.8913702416	0.2479262113
388	0.8916768802	0.2477512742
389	0.8918009405	0.2475755807
390	0.8919840439	0.2474296673
391	0.892097874	0.2471717276
392	0.8923337342	0.2468787621
393	0.8924324084	0.2465716652
394	0.8925844298	0.2463909672
395	0.8925892122	0.2461752606
396	0.8928078379	0.2460148379
397	0.8927537523	0.2458366257
398	0.8931584923	0.2455169338
399	0.893164106	0.2454156406
400	0.8935544918	0.2451570263
401	0.8937136749	0.2449006916
402	0.8940092166	0.2447649431
403	0.8941417379	0.2445187853
404	0.894350207	0.2443115888
405	0.8944428371	0.2440965402
406	0.8944732566	0.2439113105
407	0.8943983264	0.2436478885
408	0.894725128	0.2433254828
409	0.8948270108	0.24303132
410	0.8950999154	0.2428154014
411	0.8951067616	0.2427335388
412	0.8951991283	0.2425124195
413	0.8952927312	0.2423697877
414	0.895264785	0.2421218237
415	0.8955223881	0.2417891286
416	0.8955117655	0.2416386704
417	0.8958092357	0.2414599383
418	0.89598114	0.2412600782
419	0.8961960026	0.2411578045
420	0.8966712591	0.2408904925
421	0.8965195152	0.2406966502
422	0.8966084733	0.2405362163
423	0.896682085	0.2404454482
424	0.8970104102	0.2401900913
425	0.897338403	0.2399858779
426	0.8973583563	0.2397593811
427	0.897453575	0.2395189943
428	0.8975568511	0.2392290067
429	0.8977439594	0.2390720683
430	0.8979700736	0.2388948175
431	0.8981180763	0.2387067652
432	0.8982869855	0.2383609209
433	0.8985449206	0.2381891376
434	0.8986893928	0.2379706046
435	0.8987338956	0.2378788161
436	0.8988344159	0.2376895251
437	0.8988724062	0.2376442402
438	0.8988189239	0.2374558457
439	0.898981362	0.2373942284
440	0.8990793044	0.2371879425
441	0.8990992995	0.2370828339
442	0.8992196358	0.2368282009
443	0.8992796158	0.2367616809
444	0.8994974874	0.2363825836
445	0.8994666667	0.2361325418
446	0.8999000555	0.2358988165
447	0.8999333481	0.2358273664
448	0.8999533427	0.2357483793
449	0.8999289015	0.2355629015
450	0.9002243896	0.2352846854
451	0.9002532545	0.2351634419
452	0.900537515	0.2350050947
453	0.9005798583	0.2348226363
454	0.9007620021	0.2346403117
455	0.9009641445	0.2345227643
456	0.9008108408	0.234353392
457	0.9006289867	0.2342486156
458	0.9006178052	0.2340899087
459	0.9007711625	0.2338314861
460	0.9010222222	0.233658117
461	0.9013590336	0.2333667158
462	0.9011662779	0.233072207
463	0.9012644725	0.2328546628
464	0.9016411646	0.2326026814
465	0.9018049419	0.232472485
466	0.9018249634	0.2324142495
467	0.9019425019	0.232220465
468	0.9020556764	0.2321048217
469	0.9024384832	0.2320553213
470	0.9024557979	0.2318168787
471	0.9025104231	0.2314653711
472	0.9025547769	0.2313910001
473	0.9025747932	0.2312243313
474	0.9027494457	0.2310537044
475	0.9027251159	0.2309507436
476	0.9028637342	0.2307708966
477	0.9029567686	0.2305012108
478	0.9030368908	0.230378491
479	0.9029911971	0.2301997967
480	0.9029767978	0.2300150738
481	0.9030282862	0.2298269424
482	0.9029809336	0.2296704056
483	0.9031413613	0.2295718715
484	0.9030225023	0.2294415835
485	0.9032258065	0.2292914789
486	0.9034533236	0.2291621119
487	0.9036235419	0.2290985572
488	0.9037122455	0.2287625024
489	0.9038981773	0.2286570988
490	0.9040294339	0.2284009482
491	0.9041551247	0.2283097185
492	0.9039991138	0.2281163002
493	0.9040980518	0.2279244718
494	0.9040640312	0.2276618083
495	0.9042267881	0.227457644
496	0.9042267881	0.2273120508
497	0.9043609289	0.2272145696
498	0.9045361921	0.2270561491
499	0.9044021534	0.2268965302
500	0.9047239209	0.2266703932
501	0.9046321526	0.2265170049
502	0.9046891266	0.2264325731
503	0.9047608498	0.2262613618
504	0.9049707602	0.2261407587
505	0.9049960138	0.2260155154
506	0.9050360987	0.2258505608
507	0.904842068	0.225743045
508	0.9049064127	0.2256761329
509	0.9053452362	0.2254641306
510	0.9053293758	0.2253482344
511	0.9054030115	0.2252545118
512	0.9055224509	0.2249649555
513	0.9054338436	0.2247277613
514	0.905518265	0.2245927414
515	0.9056302763	0.2244525361
516	0.9058526428	0.2243177255
517	0.9058909477	0.2242274996
518	0.9057205501	0.2241201204
519	0.9058682953	0.223926298
520	0.9060135404	0.2238205652
521	0.9058015943	0.223556487
522	0.9059060611	0.2234380019
523	0.9063219409	0.2232857477
524	0.9063904199	0.2231192605
525	0.9065232308	0.2229177136
526	0.9066991474	0.2227474415
527	0.9064652595	0.2226201405
528	0.9066347772	0.2224604598
529	0.9065910953	0.2223943479
530	0.9067965464	0.222179214
531	0.9071594556	0.2220766304
532	0.9075016597	0.2218909664
533	0.9075942645	0.2218050384
534	0.9075660006	0.2216429203
535	0.9077191973	0.2215013743
536	0.9077436907	0.2213220154
537	0.9078042416	0.2211449559
538	0.9076429598	0.2210434269
539	0.9077069458	0.2208657364
540	0.9079398809	0.2207076467
541	0.9078795927	0.2206365928
542	0.908165298	0.2204414435
543	0.9083143382	0.220315523
544	0.9084795257	0.2201352835
545	0.9084432251	0.2200248527
546	0.9083145272	0.2198908423
547	0.9085236325	0.2196697051
548	0.9084795257	0.2195912096
549	0.9084796744	0.2194063014
550	0.908564098	0.2193214375
551	0.9088777812	0.2192211528
552	0.9090708111	0.2191247116
553	0.9093602158	0.2189701809
554	0.9090748432	0.2188218649
555	0.9088859915	0.2185929301
556	0.9091551785	0.2185439986
557	0.9092595865	0.2183602748
558	0.909243549	0.2182676867
559	0.9093640239	0.2181311205
560	0.9091953515	0.2179881869
561	0.9092918398	0.2179087758
562	0.9093400522	0.2178754783
563	0.909504863	0.2176285358
564	0.909525073	0.2175769655
565	0.9095694097	0.2174310246
566	0.909706097	0.217310399
567	0.909698109	0.2172586795
568	0.9098306284	0.2171296126
569	0.9098748507	0.2170583854
570	0.9101883789	0.2168597841
571	0.9103048794	0.2167342336
572	0.9104051993	0.2166717481
573	0.9105612019	0.2164071844
574	0.9102762431	0.2162968289
575	0.9103445228	0.2161988936
576	0.9104889851	0.215944489
577	0.9105450368	0.2159016597
578	0.9105054926	0.215699256
579	0.9105734173	0.2155309618
580	0.9105493437	0.2153568697
581	0.910421041	0.2152939938
582	0.9104731596	0.2151259756
583	0.9105374823	0.2150277096
584	0.9106858759	0.2148172985
585	0.9107056069	0.2147633154
586	0.9109029036	0.2145516708
587	0.9110389467	0.2144363155
588	0.9114880085	0.2142218172
589	0.9115126347	0.2140531698
590	0.9116094112	0.2139059179
591	0.9116490701	0.2138102633
592	0.9118049728	0.2136482862
593	0.9118777331	0.213575275
594	0.9118381232	0.2133567971
595	0.9118056322	0.2132985931
596	0.911809528	0.2132001235
597	0.9119862182	0.2129480903
598	0.911907024	0.2128873699
599	0.911814085	0.2127290704
600	0.9119922203	0.2125644363
601	0.9119487123	0.2121511622
602	0.9118914499	0.2120983864
603	0.9119582984	0.2119656776
604	0.9121381412	0.2118903135
605	0.9119544089	0.2117257966
606	0.9120427637	0.2115903573
607	0.9121908127	0.2114668688
608	0.9122435005	0.2113688795
609	0.9122403889	0.2111764309
610	0.912287677	0.2111109765
611	0.9122628801	0.2110229849
612	0.912266755	0.210936824
613	0.9123589551	0.2107603608
614	0.9125377944	0.2105970874
615	0.9125416547	0.2104198163
616	0.9124185892	0.2102858156
617	0.912445651	0.2101690514
618	0.9125455147	0.2100484479
619	0.9126903553	0.2099128637
620	0.9129571624	0.2096829846
621	0.913080876	0.2095484092
622	0.9132083793	0.2094419706
623	0.9131489568	0.2093442854
624	0.9132190375	0.2092264318
625	0.9133350984	0.2091552579
626	0.9132631672	0.2089076799
627	0.9133437783	0.2088351964
628	0.9133601095	0.2087827051
629	0.9132450331	0.2086992537
630	0.9134609018	0.208576567
631	0.913524129	0.2084444203
632	0.9135633604	0.2082864081
633	0.9138520594	0.2081559333
634	0.9141534392	0.2079837005
635	0.9141899638	0.2078828884
636	0.9142819348	0.207749932
637	0.9144294192	0.2076516748
638	0.9146107547	0.2075676626
639	0.9145351914	0.2074516409
640	0.9147416681	0.2073176016
641	0.9147580734	0.2071561835
642	0.9149105017	0.2070527005
643	0.9148978377	0.2069876045
644	0.9149785077	0.2069068871
645	0.9149583388	0.206673278
646	0.9149456701	0.2066074672
647	0.9149330042	0.2063864951
648	0.9149255047	0.2062740252
649	0.9149770804	0.2062004891
650	0.9150338322	0.2061578274
651	0.9150099184	0.2060561827
652	0.9151309408	0.2059354367
653	0.9153864804	0.2057790762
654	0.9153244464	0.2056704919
655	0.9152198819	0.2055157491
656	0.9152639464	0.2054902803
657	0.9153632639	0.2054339849
658	0.9154296789	0.2053043456
659	0.9154110494	0.2052466275
660	0.915414776	0.2051254357
661	0.9155888509	0.2049309276
662	0.9155426254	0.2048794867
663	0.9156621196	0.2048102753
664	0.9157263752	0.2047542454
665	0.9155277312	0.2046991887
666	0.9156398104	0.2045902388
667	0.9157630257	0.2044265324
668	0.915696649	0.2042546067
669	0.9158623121	0.2040942721
670	0.9158973229	0.2039927291
671	0.9157869217	0.2038418897
672	0.9157996826	0.2037381733
673	0.9158655966	0.2036405199
674	0.9160019391	0.2035393731
675	0.9161617274	0.2034035967
676	0.9163178073	0.2032180427
677	0.9164462081	0.2031471857
678	0.9165472385	0.2030161001
679	0.9167162797	0.2028830734
680	0.9168834605	0.2027718704
681	0.9168963464	0.2026340728
682	0.9168705773	0.2025327504
683	0.9169936081	0.2023985582
684	0.917219638	0.202293871
685	0.9172524736	0.2021875461
686	0.9172067187	0.202134606
687	0.9171904289	0.2020613301
688	0.9171426681	0.2019688319
689	0.9171721628	0.2018914969
690	0.9172693597	0.2018196917
691	0.9173300404	0.2016939969
692	0.9174639566	0.2015644686
693	0.9174198668	0.2014497448
694	0.9175703077	0.2013409941
695	0.9175744212	0.2012485799
696	0.9176771463	0.2011617917
697	0.9176257882	0.201022207
698	0.9177451002	0.2009403995
699	0.9176563912	0.2008389963
700	0.9177554033	0.2006924788
701	0.9178124449	0.2006159547
702	0.9178471503	0.2004699165
703	0.9178875939	0.200426228
704	0.9178709905	0.2002975557
705	0.9180840751	0.2000942077
706	0.9178036899	0.2000129656
707	0.917831166	0.199913557
708	0.9179851042	0.1998010858
709	0.9180840751	0.1997019088
710	0.9181006941	0.199557792
711	0.9182653129	0.1994425443
712	0.9182486896	0.1993180504
713	0.9183547648	0.1992024627
714	0.9183179216	0.1991167322
715	0.9182442546	0.1990288804
716	0.9183785807	0.1988584354
717	0.9184761066	0.1987225078
718	0.9186392161	0.1986053969
719	0.9187428471	0.1985419627
720	0.9186737704	0.1985057382
721	0.9187618335	0.1983387348
722	0.9187749081	0.1983122859
723	0.9187915621	0.1982036216
724	0.9189831628	0.1980298748
725	0.9190224571	0.1979097389
726	0.9191318894	0.1978196765
727	0.9191521208	0.1977566821
728	0.9191865839	0.1975899672
729	0.9191734701	0.1975711442
730	0.9190474094	0.1975042163
731	0.9190818864	0.1973883976
732	0.9190200524	0.1973451371
733	0.9190985519	0.1973012014
734	0.9191390087	0.1971280564
735	0.9192057062	0.1970338199
736	0.9193495148	0.1969828367
737	0.919301952	0.1969546764
738	0.9192817218	0.196859104
739	0.9193161566	0.1967863241
740	0.9194886351	0.1966241698
741	0.9194790337	0.196580487
742	0.9195063467	0.1964972865
743	0.9195038269	0.1964465488
744	0.9195301157	0.1962880517
745	0.9194861191	0.1961226123
746	0.919618109	0.1960563158
747	0.919607498	0.1960426356
748	0.919805616	0.1958995268
749	0.9199349279	0.19571365
750	0.9199956029	0.1956790872
751	0.9198213854	0.1956462841
752	0.9198380923	0.1955155252
753	0.9199771238	0.1954557312
754	0.9199938406	0.1954166615
755	0.9200483889	0.1952933104
756	0.9201223134	0.1952456597
757	0.9202032869	0.195114754
758	0.9203485302	0.1950510654
759	0.9202912899	0.1948709126
760	0.9203352914	0.1948511162
761	0.9202305526	0.1947124254
762	0.9203633245	0.1945329137
763	0.9204080735	0.1944722338
764	0.9205407188	0.1944216831
765	0.9206412032	0.1942512783
766	0.9208107989	0.1941883199
767	0.9208304011	0.1940530236
768	0.9209386202	0.1939801296
769	0.9209686998	0.1938544404
770	0.9211244061	0.1937739687
771	0.9211377285	0.1936951115
772	0.9211851917	0.1935675088
773	0.9211417513	0.1935057196
774	0.9212776715	0.193458416
775	0.9214574543	0.1933065785
776	0.9216229285	0.1932115221
777	0.9216871442	0.1931314465
778	0.9216871442	0.1930248758
779	0.9219031705	0.192854746
780	0.9219303067	0.1928166262
781	0.9221501594	0.1927399207
782	0.9223531481	0.1926474937
783	0.9223631846	0.1925498605
784	0.9223157941	0.1924609332
785	0.9223294568	0.1924024194
786	0.9222415196	0.1923075512
787	0.9223734254	0.1921636713
788	0.9223734254	0.1921266297
789	0.9224545435	0.1920051781
790	0.9224577762	0.1919847343
791	0.9225423356	0.1919545783
792	0.9225864609	0.1919146439
793	0.922637237	0.1918581343
794	0.9226744058	0.1918292124
795	0.9228604099	0.1917290867
796	0.9229314629	0.1916938412
797	0.9230667751	0.1915924018
798	0.9231581262	0.1915511474
799	0.9231919103	0.1914742459
800	0.9231851559	0.1913851234
801	0.9231952871	0.1913524195
802	0.9235030335	0.1911929689
803	0.9235335503	0.1911291433
804	0.9235775218	0.1909636837
805	0.9235978278	0.1908682836
806	0.9236112638	0.1908091559
807	0.9235639385	0.1907649466
808	0.9234050975	0.190662705
809	0.9234423453	0.1905818746
810	0.9234050037	0.1904972324
811	0.9234050037	0.1904044907
812	0.9234590697	0.1903713007
813	0.9234862143	0.1902940417
814	0.9234692756	0.1902797603
815	0.9235675795	0.1902092101
816	0.9236048481	0.1901407864
817	0.9237536012	0.1900697113
818	0.9237741162	0.1900048259
819	0.9238652357	0.1899380086
820	0.9239261915	0.1898866575
821	0.9239125654	0.1898435653
822	0.9240275304	0.1897627506
823	0.9240275304	0.1897275455
824	0.9241221609	0.1896370316
825	0.9241051798	0.1895850099
826	0.9240172368	0.1895165043
827	0.9239290503	0.1894251376
828	0.9238817452	0.1893948011
829	0.9238547437	0.1893776284
830	0.9241797871	0.1892629527
831	0.9241797871	0.1892265688
832	0.9242034435	0.189099989
833	0.9243420329	0.1890135309
834	0.924304365	0.1889140856
835	0.9242637363	0.1888978744
836	0.9242637363	0.1888638573
837	0.9241758242	0.1888379082
838	0.9241455105	0.1888113624
839	0.9241452052	0.1888058473
840	0.9241182288	0.1887951076
841	0.9240779004	0.1887167656
842	0.9241455105	0.1886435922
843	0.9240506329	0.1886111885
844	0.9241688457	0.1885828441
845	0.9241352028	0.1884860912
846	0.924246753	0.1883878545
847	0.9242873783	0.1883470689
848	0.9246253241	0.1881904527
849	0.9245001099	0.1881667338
850	0.9246858248	0.1880356936
851	0.9247226798	0.1878604733
852	0.9247462988	0.1877971097
853	0.9246522666	0.1877437235
854	0.9246522666	0.187707982
855	0.9246758954	0.187624981
856	0.9248039366	0.187487131
857	0.9248308584	0.1874276808
858	0.9249895666	0.1873581293
859	0.9250197663	0.1873023541
860	0.9249934089	0.1871802952
861	0.9250307611	0.1871131964
862	0.9250714129	0.1870600608
863	0.92511865	0.1870312031
864	0.9251652865	0.1869523269
865	0.9251449657	0.1868871943
866	0.9252125019	0.1867357667
867	0.9252151765	0.1866099847
868	0.9252590901	0.1865591646
869	0.9252086078	0.1865062402
870	0.9251987526	0.1864888239
871	0.9253102009	0.1864011292
872	0.9253842776	0.1863246831
873	0.9254150927	0.1862930776
874	0.9254150927	0.1861968846
875	0.9255272408	0.1861143603
876	0.9254996705	0.1860460387
877	0.9254662478	0.1859350128
878	0.9254996705	0.1858549884
879	0.9255232699	0.1858144434
880	0.9255174232	0.1857494308
881	0.925664844	0.1856843261
882	0.9257559455	0.1856060391
